city,year,cable,fiber,mobile broadband dedicated,number of broadband subscriptions - total,number of cable tv subscriptions,number of fixed broadband subscriptions - total,number of fixed telephony access lines,number of mobile broadband subscriptions - total,number of mobile telephony subscriptions  3g+4.5g,number of mobile telephony subscriptions - 2g,number of mobile telephony subscriptions - 3g,number of mobile telephony subscriptions - total,number of payhones,other,population,santral capacity for fixed telephony,standard mobile broadband,the length of fiber-km,xdsl
İSTANBUL,2020,386601,1094195,142640,20188656,452334,4322028,3147182,15866628,21388422,970979,0,22359401,8096,17643,15462452,2553142,15723988,60385,2825142
İSTANBUL,2021,400212,1347719,126683,21498280,444400,4621898,3053289,16876382,22713285,976341,0,23689626,7401,22601,15840900,4135979,16749699,71226,2851366
İZMİR,2007,0,0,0,0,126454,0,1245990,0,0,0,0,3668266,5660,0,3739353,1422882,0,0,0
İZMİR,2008,0,0,0,0,123366,0,1214218,0,0,0,0,3804051,5465,0,3795978,1639369,0,0,0
İZMİR,2009,0,0,0,0,123651,0,1154623,0,0,0,0,3596128,5655,0,3868308,1424448,0,0,0
İZMİR,2010,0,0,0,0,129367,0,1130284,0,0,2639925,889216,3529141,5483,0,3948848,1448719,0,0,0
İZMİR,2011,44227,39348,103270,1314766,131494,590638,1063268,724128,1580598,2186297,0,3766895,5696,4012,3965232,1456032,620858,0,503051
İZMİR,2012,46215,84751,114288,1676865,129135,609632,949058,1067233,2227475,1623415,0,3850890,6029,4730,4005459,1429035,952945,9555,473936
İZMİR,2013,43198,131445,114632,1996044,121157,642743,946131,1353301,2668016,1223062,0,3891078,5974,2676,4061074,1600646,1238669,11180,465424
İZMİR,2014,48289,157736,90678,2432268,118231,675550,865528,1756718,3099125,822567,0,3921692,5927,1384,4113072,1572917,1666040,11898,468141
İZMİR,2015,52174,181541,109837,2770861,112985,724837,786867,2046024,3028400,876312,0,3904712,5846,1456,4168415,1469628,1936187,13104,489666
İZMİR,2016,58536,208398,85556,3493152,110169,790103,749398,2703049,3785428,230596,0,4016024,5833,2085,4223545,1413254,2617493,14305,521084
İZMİR,2017,64257,244826,54997,3833840,107897,882464,789679,2951376,3930889,136996,0,4067885,5811,3000,4279677,1360850,2896379,15883,570381
İZMİR,2018,69067,280206,41335,4113996,105276,964565,747291,3149431,4040003,81498,0,4121501,5907,6578,4320519,1282817,3108096,17625,608714
İZMİR,2019,77265,304461,43964,4298585,103170,995269,732884,3303316,4159585,52868,0,4212453,4310,6804,4367251,1033782,3259352,19187,606739
İZMİR,2020,83753,346911,29758,4613254,101509,1116813,768218,3496441,4242868,52227,0,4295095,4034,11629,4394694,1066689,3466683,20779,674520
İZMİR,2021,85365,395545,27581,4909769,98449,1196499,744879,3713270,4368769,62795,0,4431564,3385,16568,4425789,1016790,3685689,22562,699021
İÇEL ,2007,0,0,0,0,16027,0,367376,0,0,0,0,1440832,1967,0,1595938,495377,0,0,0
İÇEL ,2008,0,0,0,0,15040,0,337719,0,0,0,0,1493125,1934,0,1602908,452459,0,0,0
İÇEL ,2009,0,0,0,0,15005,0,307667,0,0,0,0,1404499,1982,0,1640888,472396,0,0,0
İÇEL ,2010,0,0,0,0,16515,0,297843,0,0,923965,439732,1363697,1884,0,1647899,473433,0,0,0
İÇEL ,2011,9555,10018,28197,466791,18819,141864,265436,324927,698832,730778,0,1429610,1880,114,1667939,480686,296730,0,122177
İÇEL ,2012,9575,26227,33436,565072,18066,149362,218432,415710,951717,513079,0,1464796,1884,135,1682848,457187,382274,4363,113425
İÇEL ,2013,8088,39994,31774,649397,15809,161322,235435,488075,1083240,389440,0,1472680,1822,73,1705774,442000,456301,4531,113167
İÇEL ,2014,8475,48972,24498,842147,15095,174279,212016,667868,1264444,261718,0,1526162,1590,427,1727255,428168,643370,5716,116405
İÇEL ,2015,9071,58033,25091,964538,14429,189663,194900,774875,1341961,172649,0,1514610,1566,685,1745221,443006,749784,6144,121874
İÇEL ,2016,10878,65527,21575,1283500,15278,208562,182335,1074938,1476310,72341,0,1548651,1497,793,1773852,381564,1053363,6035,131364
İÇEL ,2017,12507,77144,13907,1370131,16059,240537,182122,1129594,1498625,37901,0,1536526,1249,1515,1793931,328640,1115687,6614,149371
İÇEL ,2018,14453,86097,10856,1424893,16986,276437,189803,1148456,1492322,21404,0,1513726,1194,3400,1814468,238684,1137600,7169,172487
İÇEL ,2019,17947,93417,12762,1445987,17258,291080,188676,1154907,1460619,12960,0,1473579,1160,5903,1840425,235260,1142145,7689,173813
İÇEL ,2020,23260,112736,5899,1581484,19521,346993,207415,1234491,1509128,11932,0,1521060,1115,6864,1868757,290644,1228592,8334,204133
İÇEL ,2021,25168,127067,6757,1840602,20963,397163,201435,1443439,1729299,15171,0,1744470,1092,28973,1891145,283047,1436682,9064,215955
ŞANLIURFA,2007,0,0,0,0,0,0,106931,0,0,0,0,849924,675,0,1523099,216340,0,0,0
ŞANLIURFA,2008,0,0,0,0,0,0,92936,0,0,0,0,885554,716,0,1574224,172357,0,0,0
ŞANLIURFA,2009,0,0,0,0,0,0,82822,0,0,0,0,886443,749,0,1613737,181005,0,0,0
ŞANLIURFA,2010,0,0,0,0,0,0,78075,0,0,425767,399698,825465,732,0,1663371,223848,0,0,0
ŞANLIURFA,2011,0,0,13322,275570,0,35870,72015,239700,551895,336857,0,888752,723,116,1716254,214983,226378,0,35754
ŞANLIURFA,2012,0,637,17457,317543,0,39862,69461,277681,598970,350028,0,948998,744,137,1762075,190755,260224,2622,39088
ŞANLIURFA,2013,0,1520,20519,393180,0,46217,71086,346963,767967,355589,0,1123556,731,1405,1801980,177216,326444,2755,43292
ŞANLIURFA,2014,0,1719,19888,573740,0,48531,69229,525209,983775,226116,0,1209891,736,1140,1845667,147133,505321,3262,45672
ŞANLIURFA,2015,0,2243,24654,765612,0,52605,68332,713007,1159608,109202,0,1268810,779,85,1892320,141399,688353,3414,50277
ŞANLIURFA,2016,0,2911,24176,1127552,0,58841,68036,1068711,1251649,52228,0,1303877,890,2225,1940627,143659,1044535,3684,53705
ŞANLIURFA,2017,0,5262,18087,1231475,0,64850,66233,1166625,1278675,33351,0,1312026,698,1442,1985753,105371,1148538,4027,58146
ŞANLIURFA,2018,0,10685,15029,1318438,0,78825,71699,1239613,1351481,7192,0,1358673,634,4303,2035809,96296,1224584,4405,63837
ŞANLIURFA,2019,0,16475,14179,1309928,0,89539,76072,1220389,1330405,4011,0,1334416,645,3849,2073614,91880,1206210,4907,69215
ŞANLIURFA,2020,0,28235,11969,1451018,0,125269,90698,1325749,1410546,3763,0,1414309,545,10697,2115256,105528,1313780,5310,86337
ŞANLIURFA,2021,0,37116,8462,1534467,0,141679,100179,1392788,1475992,4361,0,1480353,560,15723,2143020,119400,1384326,5730,88840
ŞIRNAK,2007,0,0,0,0,0,0,29091,0,0,0,0,270497,464,0,416001,55042,0,0,0
ŞIRNAK,2008,0,0,0,0,0,0,27454,0,0,0,0,314109,538,0,429287,56163,0,0,0
ŞIRNAK,2009,0,0,0,0,0,0,25183,0,0,0,0,227437,599,0,430424,54770,0,0,0
ŞIRNAK,2010,0,0,0,0,0,0,21928,0,0,213159,111723,324882,627,0,430109,69037,0,0,0
ŞIRNAK,2011,0,0,5840,71618,0,10346,19472,61272,188369,170147,0,358516,627,12,457997,61503,55432,0,10334
ŞIRNAK,2012,0,1981,6995,87267,0,11983,17627,75284,235491,142918,0,378409,655,15,466982,54114,68289,1091,9987
ŞIRNAK,2013,0,3204,8288,108071,0,17180,18351,90891,198027,86069,0,284096,663,113,475255,60584,82603,1123,13863
ŞIRNAK,2014,0,1095,9676,149321,0,13047,17044,136274,247478,52700,0,300178,588,127,488966,58256,126598,1272,11825
ŞIRNAK,2015,0,1313,11582,190585,0,14478,16333,176107,283893,26415,0,310308,609,23,490184,62019,164525,1410,13142
ŞIRNAK,2016,0,1426,11075,261489,0,14218,14700,247271,289062,12151,0,301213,613,30,483788,35696,236196,1561,12762
ŞIRNAK,2017,0,2056,8714,290585,0,18032,14186,272553,299099,8032,0,307131,271,771,503236,29096,263839,1663,15205
ŞIRNAK,2018,0,2946,7852,307062,0,21127,16328,285935,310878,1971,0,312849,250,326,524190,20249,278083,1790,17855
ŞIRNAK,2019,0,5174,7089,308079,0,26457,19779,281622,304114,1199,0,305313,124,2269,529615,20673,274533,2071,19014
ŞIRNAK,2020,0,9428,4976,337713,0,37241,28397,300472,315079,1116,0,316195,113,3861,537762,23664,295496,2198,23952
ŞIRNAK,2021,0,12421,3471,355646,0,41048,32123,314598,330753,1411,0,332164,116,3325,546589,27096,311127,2403,25302
